dependency,frequency,norm,samples
( VBG cc CC ) ( VBG conj VBG ) ( VBG advmod RB ) ( VBG xcomp VB ) ( VB mark TO ) ( VB advmod RBR ) ( VB advcl VBN ) ( VBN mark IN ) ( VBN auxpass VBG ),1.0,0.000375939849624,"Crouching or leaning forward to get closer without being seen
"
( VBG advmod RB ) ( VBG nmod NN ) ( NN case IN ) ( NN compound NN ) ( NN cc CC ) ( NN conj NN ) ( NN amod JJ ) ( NN amod JJ ),1.0,0.000375939849624,"Speaking emphatically with finger pointing or other hard gestures
"
( VB ccomp VBN ) ( VBN mark IN ) ( VBN advmod RB ) ( VBN compound:prt RP ) ( VBN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Breath that temporarily bottles up in the chest
"
( NN amod VBG ) ( NN acl VBN ) ( VBN compound:prt RP ) ( VBN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"A lingering touch, brushing up against the object
"
( JJ dep NN ) ( JJ advcl VBG ) ( VBG mark IN ),1.0,0.000375939849624,"Arms swinging while walking
"
( VBG compound:prt RP ) ( VBG dep VBG ) ( VBG xcomp VB ) ( VB mark TO ) ( VB compound:prt RP ) ( VB dobj NN ) ( NN case POS ),1.0,0.000375939849624,"Walking off, refusing to stay in another's presence
"
( VBG dep VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN advmod RB ),1.0,0.000375939849624,"Interrupting, talking over someone else
"
( NN acl:relcl VBN ) ( VBN xcomp JJ ) ( JJ advmod RB ) ( JJ xcomp VB ) ( VB mark TO ) ( VB cc CC ) ( VB conj VB ),1.0,0.000375939849624,"Limbs that feel too heavy to lift or move
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN nmod:poss NN ) ( NN case POS ),1.0,0.000375939849624,"Stroking or smoothing someone's hair
"
( JJ cop VBG ) ( JJ advcl VBZ ) ( VBZ mark IN ) ( VBZ nsubj WP ) ( VBZ compound:prt RP ),1.0,0.000375939849624,"Being aware of what lies behind
"
( NN dep VBG ) ( VBG nmod NN ) ( NN case TO ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"A hand fluttering to the lips or neck
"
( VBG nsubj NN ) ( NN appos NN ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"nausea, sweats, tingling in chest
"
( VBZ nsubj NN ) ( NN acl VBG ) ( VBG nmod NN ) ( NN case TO ),1.0,0.000375939849624,"Arms falling to sides, lifeless
"
( VBG dep VBG ) ( VBG dep VBN ) ( VBN nmod NN ) ( NN case TO ),1.0,0.000375939849624,"Freezing, feeling rooted to the spot
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case TO ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Pressing fists to the sides of the head
"
( VB nsubj NN ) ( VB dep IN ) ( IN advmod RB ) ( IN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Eyes narrowed, as if in confusion
"
( VBN nsubjpass NN ) ( NN amod JJ ) ( NN nmod NN ) ( NN case IN ) ( NN nmod:poss NN ) ( NN case POS ) ( VBN aux VBN ) ( VBN auxpass VBN ),1.0,0.000375939849624,"A floating sensation, like all one's burdens have been removed
"
( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ) ( VBG cc CC ) ( VBG conj RB ) ( RB dep VBG ) ( VBG dobj NN ),1.0,0.000375939849624,"Pinching the bridge of the nose and tightly squeezing the eyes
"
( VBG dep VBG ) ( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ) ( NN nmod NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000375939849624,"Circling, approaching someone or something in a roundabout fashion
"
( JJ cop VBG ) ( JJ xcomp VB ) ( VB mark TO ) ( VB nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Being unable to focus on tasks
"
( VB xcomp VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Hair lifting on the nape and arms
"
( VBG ccomp VB ) ( VB nsubj NN ) ( VB advmod RB ) ( RB nmod NN ) ( NN case IN ) ( VB compound:prt RP ) ( VB dobj NN ),1.0,0.000375939849624,"Throwing hands up in an I give up gesture
"
( NN amod VBN ) ( NN compound NN ) ( NN nmod NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000375939849624,"Increased sweat output during uncomfortable moments
"
( VBG dobj NN ) ( NN compound NN ) ( VBG nmod NN ) ( NN case TO ) ( NN compound NN ) ( NN compound NN ),1.0,0.000375939849624,"Holding a hand close to the face while speaking
"
( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ) ( NN nmod:poss NN ) ( NN amod JJ ) ( NN case POS ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Hooking a hand in the other person's belt or pocket
"
( VB dep SYM ) ( VB advmod RB ) ( VB mark TO ) ( VB dobj NN ),1.0,0.000375939849624,"Walking quickly to erase the distance
"
( NNP dep VBN ) ( VBN auxpass VBZ ) ( VBN advcl RB ) ( RB case IN ),1.0,0.000375939849624,"Pain that is suspended until later
"
( VBG advcl VBG ) ( VBG mark IN ) ( VBG nsubj NN ) ( VBG aux VBZ ),1.0,0.000375939849624,"Feeling like the head is spinning
"
( VB xcomp JJ ) ( JJ nsubj NN ) ( NN appos NN ),1.0,0.000375939849624,"Sore muscles, stiffness, cramping
"
( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ) ( VBG advmod RB ) ( RB nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000375939849624,"Pulling books or packages tightly against one's chest
"
( VBG nmod NN ) ( NN case IN ) ( VBG conj VBG ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Scratching at the skin, picking or biting at nails
"
( NNP nmod NN ) ( NN case TO ) ( NN amod JJ ),1.0,0.000375939849624,"Alert to sudden movements
"
( VBN nsubj NN ) ( NN acl:relcl VBZ ) ( VBZ dobj JJ ) ( VBN cc CC ) ( VBN conj VB ) ( VB compound:prt RP ) ( VB dobj NN ),1.0,0.000375939849624,"A smile that has a genuine build and lights up the face
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Sidestepping, but keeping one's gaze on the source
"
( VBG dobj NN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN amod VBG ),1.0,0.000375939849624,"Raising the eyebrows and offering a questioning gaze
"
( VBZ nsubj NN ) ( NN appos NN ) ( NN acl VBG ) ( VBG compound:prt RP ),1.0,0.000375939849624,"Stiff neck, cords standing out
"
( VB advcl VBG ) ( VBG dobj NN ) ( VB nsubj NN ),1.0,0.000375939849624,"Dropping the head, eyes closed
"
( VB dobj NN ) ( VB advmod RB ) ( RB cc CC ) ( RB conj RB ),1.0,0.000375939849624,"Rolling the neck back and forth
"
( NN acl VB ) ( VB mark TO ) ( VB advmod RB ) ( VB cc CC ) ( VB conj VB ) ( VB dobj NN ),1.0,0.000375939849624,"A desire to go back and visit the past
"
( VBG dobj NN ) ( VBG dep VBG ) ( VBG dobj NN ) ( VBG nmod NN ) ( NN case TO ),1.0,0.000375939849624,"Crossing the arms, forming a barrier to others
"
( NN appos NN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"A yelp, gasp or squeal
"
( VBG advmod RB ) ( VBG dep VBG ) ( VBG xcomp JJ ),1.0,0.000375939849624,"Speaking first, thinking second
"
( VBG advmod RB ) ( VBG compound:prt RP ) ( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000375939849624,"Subconsciously thrusting out one's chest
"
( VB dobj NN ) ( VB advmod RB ) ( RB nmod NN ) ( NN case IN ) ( NN compound NN ),1.0,0.000375939849624,"Posture perks up as awareness increases
"
( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN amod VBN ),1.0,0.000375939849624,"Rubbing at one's exposed forearms
"
( VBG compound:prt RP ) ( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ) ( NN amod JJ ) ( VBG advcl VB ) ( VB mark TO ) ( VB dobj NN ),1.0,0.000375939849624,"Blowing out a series of short breaths to gain control
"
( NN amod JJ ) ( NN conj NN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"A fast walk, jog, or run
"
( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( VBG advcl VBG ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Stalking away from someone, leaving in a huff
"
( VB advcl VBG ) ( VBG nmod PRP ) ( PRP case IN ) ( VB nsubj NN ) ( VB nmod NN ) ( NN case TO ),1.0,0.000375939849624,"Clutching at oneself, elbows pressed to the sides
"
( JJ ccomp MD ) ( MD advmod WRB ) ( MD dep PRP ) ( JJ nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Saying How could you? as an accusation
"
( VB ccomp VBG ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG advmod RB ),1.0,0.000375939849624,"Eyebrows furrowing and then releasing
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN dep RP ) ( NN appos NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Tossing one's hair back, a shake of the head
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN cc CC ) ( NN case IN ) ( NN acl:relcl VBZ ) ( VBZ dobj NN ),1.0,0.000375939849624,"Voicing support, but with a tone that lacks enthusiasm
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss NN ) ( NN case POS ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Laying a hand on someone's back or shoulder
"
( JJ nsubj NNP ) ( JJ cop VBZ ) ( JJ advmod RB ),1.0,0.000375939849624,"Movement is slow, jerky
"
( VBN nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Tension in the neck and shoulders
"
( VBG compound:prt RP ) ( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ) ( VBG cc RB ) ( RB dep IN ) ( VBG conj VBG ) ( VBG xcomp VB ) ( VB mark TO ),1.0,0.000375939849624,"Limbering up shoulders and neck as if readying to fight
"
( VBG nmod NN ) ( NN case IN ) ( VBG dep VBG ) ( VBG advmod RB ) ( RB nmod:npmod NN ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss PRP$ ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Gossiping with others, running a person down for their choices or ideas
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( VBG xcomp VB ) ( VB mark TO ) ( VB dobj NN ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000375939849624,"Dieting or working out in an effort to improve one's appearance
"
( NN nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ) ( NN dep VBZ ) ( VBZ advmod RB ) ( VBZ nmod NN ) ( NN case TO ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"A lack of tension and stress that almost equates to a feeling of nothingness
"
( VBG nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000375939849624,"Speaking through the teeth with forced restraint
"
( VB dobj NN ) ( NN cc CC ) ( NN conj NN ) ( VB advmod RB ),1.0,0.000375939849624,"Breath that catches or stops briefly
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJR ) ( NN acl JJ ) ( JJ case IN ),1.0,0.000375939849624,"Shutting a door with more force than necessary
"
( JJ nsubj NNP ) ( JJ cop VBZ ) ( JJ cc CC ) ( JJ advmod RB ),1.0,0.000375939849624,"Breathing is slow and even
"
( VBG dobj NN ) ( NN acl:relcl VBN ) ( VBN dobj NN ) ( NN amod JJ ),1.0,0.000375939849624,"Watering eyes that display an inward focus
"
( VBZ advcl VBG ) ( VBZ nsubj NN ) ( VBZ xcomp VBG ),1.0,0.000375939849624,"Giggling, making faces, winking
"
( VBG dobj NN ) ( VBG advmod RB ) ( RB nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Crossing the arms tightly over the chest
"
( NN dep RB ) ( NN compound NN ),1.0,0.000375939849624,"Steady eye contact
"
( VBN xcomp VBG ) ( VBG dobj JJ ) ( VBN cc CC ) ( VBN conj JJ ) ( JJ advmod RB ),1.0,0.000375939849624,"Eyes appearing damp and overly bright
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN nmod NN ) ( NN advmod RB ) ( NN case IN ),1.0,0.000375939849624,"Keeping one's hands out of the pockets
"
( VBG advmod RB ) ( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000375939849624,"Slowly shaking one's head
"
( VBG xcomp VB ) ( VB mark TO ) ( VB ccomp NN ) ( NN mark IN ) ( NN nsubj NN ) ( NN cop VBZ ) ( NN neg RB ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Leaving to show that the target is not worth one's time or energy
"
( VBG dobj NN ) ( VBG advmod RP ) ( RP cc CC ) ( RP conj RP ),1.0,0.000375939849624,"Repeating words over and over
"
( VBG nmod NN ) ( NN case IN ) ( NN compound NN ) ( NN cc CC ) ( NN conj NN ) ( NN compound NN ),1.0,0.000375939849624,"Aligning with fringe groups and conspiracy theorists
"
( VBZ nsubj NN ) ( NN cc CC ) ( NN conj NN ) ( VBZ dobj NN ) ( VBZ cc CC ) ( VBZ conj VB ) ( VB aux VBZ ) ( VB neg RB ) ( VB dobj NN ),1.0,0.000375939849624,"Food and drink lacks taste or does not bring enjoyment
"
( NN nmod NN ) ( NN case IN ) ( NN conj NN ) ( NN cc CC ) ( NN conj NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"A change in the pitch, tone, or volume of the voice
"
( VBG dobj NN ) ( VBG xcomp VB ) ( VB mark TO ) ( VB dobj NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Asking others to reaffirm the chances of success
"
( VB nsubj NN ) ( VB nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Hands jammed into armpits or self-hugging
"
( NN acl JJ ) ( JJ mark IN ) ( JJ cop VBG ) ( JJ xcomp VB ) ( VB mark TO ) ( VB dobj NN ),1.0,0.000375939849624,"A feeling of being able to conquer the world
"
( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( NN amod VBN ),1.0,0.000375939849624,"Backing away with raised hands
"
( VB nmod NN ) ( NN case IN ) ( NN amod JJ ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Disinterest in former hobbies or passions
"
( VBG dobj NN ) ( NN compound NN ) ( VBG advcl VB ) ( VB mark TO ) ( VB xcomp VB ) ( VB mark TO ) ( VB nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Finding something close to hand to use as a weapon
"
( VBG dobj NN ) ( NN amod JJ ) ( VBG dep VBG ) ( VBG dobj NN ),1.0,0.000375939849624,"Taking deep breaths, savoring the moment
"
( VBG dobj NN ) ( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Spreading the fingers out in a fan against the breastbone
"
( NN cc CC ) ( NN conj NN ) ( NN compound NN ),1.0,0.000375939849624,"A smirk or eye roll
"
( VBG dobj NN ) ( NN amod JJ ) ( NN cc CC ) ( NN conj NN ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Showing a talkative nature and courtesy with strangers
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG compound:prt RP ),1.0,0.000375939849624,"Rubbing one's arms and looking around
"
( NN dep NN ) ( NN amod JJ ) ( JJ cc CC ) ( JJ conj JJ ),1.0,0.000375939849624,"Eyes that look dark or serious
"
( VB nsubj NN ) ( NN acl:relcl JJ ) ( JJ cop VBN ) ( VB nmod NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000375939849624,"Eyes that are soft, filled with an inner glow
"
( VBG dobj NN ) ( VBG dep VBG ) ( VBG ccomp VBZ ) ( VBZ nsubj WP ) ( VBZ dobj NN ) ( NN amod JJ ),1.0,0.000375939849624,"Projecting the voice, reinforcing who has the upper hand
"
( VBG compound:prt RP ) ( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Looking down one's nose at others
"
( JJ cc CC ) ( JJ conj VBN ) ( VBN dobj NN ) ( NN compound NN ),1.0,0.000375939849624,"Rigid and defined forearm muscles
"
( NN acl VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Arms crossing in front of the chest
"
( NN cc CC ) ( NN acl VBN ) ( VBN dobj NN ) ( VBN advcl VBG ),1.0,0.000375939849624,"A shaking or raised voice, yelling
"
( VB ccomp VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG conj VBG ) ( VBG dobj PRP ) ( VBG advmod RB ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG advmod RB ),1.0,0.000375939849624,"Hands carving through one's hair, holding it back and then releasing
"
( VBN nsubj NN ) ( VBN nmod NN ) ( NN case IN ) ( NN appos NN ),1.0,0.000375939849624,"Arms hang at the sides, slack
"
( VBG dep VBG ) ( VBG nmod PRP ) ( PRP case TO ),1.0,0.000375939849624,"Pleading, talking to oneself
"
( VB nsubj NN ) ( NN nmod:poss NN ) ( NN amod JJ ) ( NN case POS ),1.0,0.000375939849624,"Squeezing one's eyes shut
"
( VBG compound:prt RP ) ( VBG cc RB ) ( RB dep IN ) ( VBG conj VBG ) ( VBG compound:prt RP ) ( VBG dobj NN ),1.0,0.000375939849624,"Hunching over as if choking down a sob
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN acl VB ) ( VB mark TO ) ( VB compound:prt RP ),1.0,0.000375939849624,"Pulling or prodding others to hurry up
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ) ( NN compound NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Buying gifts for others or offering tokens of kindness
"
( NN acl VBG ) ( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN acl VB ) ( VB mark IN ) ( VB mark IN ) ( VB mark TO ) ( VB dobj PRP ) ( VB advmod RB ),1.0,0.000375939849624,"Arms clutching one's body as if to hold it together
"
( VB cc CC ) ( VB conj VB ) ( VB dobj NN ),1.0,0.000375939849624,"Lank or unwashed hair
"
( VBN nsubj VBN ) ( VBN advmod RB ) ( VBN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Increased sweat, particularly on the hands
"
( VBG advmod RB ) ( VBG nmod NN ) ( NN case IN ) ( NN acl VBG ) ( VBG mark IN ) ( VBG dobj NN ) ( NN compound NN ),1.0,0.000375939849624,"Speaking rapidly, with the intent of maintaining the status quo
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN acl VB ) ( VB mark TO ) ( VB xcomp JJ ) ( VB nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Sweeping a hand across the forehead to get rid of sweat
"
( VBG nmod NN ) ( NN case IN ) ( VBG xcomp VB ) ( VB mark TO ) ( VB ccomp VBN ) ( VBN dobj WP ) ( VBN nsubj PRP ),1.0,0.000375939849624,"Glancing at others to see what they think
"
( VBG dobj NN ) ( VBG advmod RB ) ( VBG nmod IN ),1.0,0.000375939849624,"Facing the object straight on
"
( VBG nmod NN ) ( NN case IN ) ( NN acl VBN ) ( VBN nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG conj VBG ) ( VBG xcomp JJ ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG compound:prt RP ),1.0,0.000375939849624,"Standing with hands tucked in one's armpits, thumbs visible and pointing up
"
( JJ dep NN ) ( NN compound NNP ) ( JJ nmod NN ) ( NN case IN ) ( NN appos NN ) ( NN acl VBN ) ( VBN compound:prt RP ),1.0,0.000375939849624,"Holding elbows wide from the body, chest thrust out
"
( VBG nmod NN ) ( NN case IN ) ( NN nummod CD ) ( NN acl VBG ) ( VBG dobj JJ ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Standing with one arm holding the other at the elbow
"
( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN advmod RB ) ( NN dep NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Jerking away from contact, or even the suggestion of contact
"
( VBG dobj NN ) ( VBG xcomp VB ) ( VB mark TO ) ( VB ccomp VBN ) ( VBN nsubjpass WP ) ( VBN auxpass VB ),1.0,0.000375939849624,"Asking someone to repeat what was said
"
( VB compound:prt RP ) ( VB dobj NN ) ( NN amod VBN ) ( VBN advmod RB ),1.0,0.000375939849624,"Happiness over a job well done
"
( VBG advmod RB ) ( VBG dobj NN ) ( NN amod VBN ),1.0,0.000375939849624,"Verbally attacking any perceived opponents
"
( VBG dep IN ) ( VBG dep JJ ) ( JJ cop VBG ) ( JJ xcomp VB ) ( VB mark TO ) ( VB nmod NN ) ( NN case IN ) ( NN nummod CD ),1.0,0.000375939849624,"Moving about, being unable to settle in one place
"
( VBG dep VBN ) ( VBN dobj WP ) ( VBN aux VBN ) ( VBN nsubj PRP ) ( VBN cc CC ) ( VBN conj VB ) ( VB advmod WRB ) ( VB aux MD ) ( VB nsubj PRP ) ( VB ccomp VB ),1.0,0.000375939849624,"Muttering What have I done? or How could I let this happen?
"
( UH dep UH ) ( UH cc CC ) ( UH discourse UH ),1.0,0.000375939849624,"Increased swallowing or blinking
"
( VB dobj NN ) ( NN acl VB ) ( VB mark TO ) ( VB dobj NN ) ( VB advcl VBG ) ( VBG advmod RB ) ( VBG dobj JJR ) ( JJR nmod PRP ) ( PRP case IN ),1.0,0.000375939849624,"Opening the mouth to say something, then thinking better of it
"
( VBG dobj NN ) ( VBG advcl VBG ) ( VBG mark IN ) ( VBG dobj NN ) ( VBG advmod RB ),1.0,0.000375939849624,"Sidelong glances while keeping the head still
"
( JJ cc CC ) ( JJ conj VBN ) ( VBN dobj NN ) ( VBN nmod NN ) ( NN case TO ),1.0,0.000375939849624,"Unresponsive or slowed reactions to stimulus
"
( VBZ nsubj NNP ) ( VBZ advcl VBZ ) ( VBZ mark IN ) ( VBZ nsubj NN ) ( VBZ compound:prt RP ),1.0,0.000375939849624,"Breathing slows as a memory takes over
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG advcl VB ) ( VB mark RB ) ( RB mwe IN ) ( VB mark TO ) ( VB xcomp JJ ) ( VB nmod NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000375939849624,"Flicking a hand in front of one's nose as if to get rid of a bad smell
"
( VBG nmod NN ) ( NN case IN ) ( NN appos NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Weaving in place, a lack of balance
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG advcl VBZ ) ( VBZ mark IN ) ( VBZ nsubj NN ) ( NN amod JJ ) ( VBZ dobj NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Holding one's elbow while the opposite hand makes a fist against the mouth
"
( NN compound NN ) ( NN dep VBN ) ( VBN mark IN ) ( VBN parataxis VBG ) ( VBG dobj NN ),1.0,0.000375939849624,"The body sagging while seated, lacking tension
"
( VBG nmod NN ) ( NN case IN ) ( NN compound NN ) ( NN conj NN ) ( NN cc CC ) ( NN conj NN ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Rubbing at the eyes, hiding redness or tears from others
"
( VBZ nsubj NN ) ( NN acl VBG ) ( VBG compound:prt RP ) ( VBZ xcomp VBG ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Shoulders drawing up, elbows tucking into the sides
"
( VBN nsubj NN ) ( VBN nmod NN ) ( NN case TO ),1.0,0.000375939849624,"A palm pressed to the heart
"
